🔍 Starting detailed monitoring of NimbleEdgeAssistant...
An error was encountered processing the command (domain=NSPOSIXErrorDomain, code=2):
The operation couldn’t be completed. No such file or directory
No such file or directory
📱 App Process ID: 
⏰ Started at: Fri Aug  1 14:19:09 IST 2025
2025-08-01 14:52:28.031031+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticData, locO: 1, iO: 1, latO: 1, cO: 1, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Optionaln)}";
}>> final result: (
) was cached: 0, cachedOnly: 1
2025-08-01 14:52:28.031372+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticDataAuto, locO: 1, iO: 1, latO: 1, cO: 1, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Priorityn)}";
}>> final result: (
) was cached: 0, cachedOnly: 1
2025-08-01 14:52:28.031496+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticData, locO: 1, iO: 1, latO: 1, cO: 1, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Priorityn)}";
}>> final result: (
) was cached: 0, cachedOnly: 1
2025-08-01 14:52:28.043558+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticDataAuto, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Deltan)}";
}>> final result: (
) was cached: 1, cachedOnly: 0
2025-08-01 14:52:28.043851+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticData, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Deltan)}";
}>> final result: (
) was cached: 1, cachedOnly: 0
2025-08-01 14:52:28.044012+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticDataAuto, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Optionaln)}";
}>> final result: (
) was cached: 1, cachedOnly: 0
2025-08-01 14:52:28.085583+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticData, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Optionaln)}";
}>> final result: (
"en-Optional::49cba5b263df0ee258d8cf314fcd882ba7a39d71.asset"
) was cached: 0, cachedOnly: 0
2025-08-01 14:52:28.085840+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticData, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Optionaln)}";
}>> final result: (
"en-Optional::49cba5b263df0ee258d8cf314fcd882ba7a39d71.asset"
) was cached: 0, cachedOnly: 0
2025-08-01 14:52:28.086160+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Default] Auto asset specifier: Priority_en is not supported
2025-08-01 14:52:28.086306+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Default] Auto asset specifier: Priority_en is not supported
2025-08-01 14:52:28.086314+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Default] Auto asset specifier: Priority_en is not supported
2025-08-01 14:52:28.086540+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:AutoAsset] Auto asset is not supported for query: <query: com.apple.MobileAsset.LinguisticDataAuto, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Priorityn)}";
}>>
2025-08-01 14:52:28.086700+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] Updated cache for query: <query: com.apple.MobileAsset.LinguisticDataAuto, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Priorityn)}";
}>> assets: (
) was cached: 0, cachedOnly: 0
2025-08-01 14:52:28.086598+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Default] Auto asset specifier: Priority_en is not supported
2025-08-01 14:52:28.086854+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticDataAuto, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Priorityn)}";
}>> final result: (
) was cached: 0, cachedOnly: 0
2025-08-01 14:52:28.087052+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:AutoAsset] Auto asset is not supported for query: <query: com.apple.MobileAsset.LinguisticDataAuto, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Priorityn)}";
}>>
2025-08-01 14:52:28.087242+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] Updated cache for query: <query: com.apple.MobileAsset.LinguisticDataAuto, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Priorityn)}";
}>> assets: (
) was cached: 0, cachedOnly: 0
2025-08-01 14:52:28.087414+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticDataAuto, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Priorityn)}";
}>> final result: (
) was cached: 0, cachedOnly: 0
2025-08-01 14:52:28.115596+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticData, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Priorityn)}";
}>> final result: (
) was cached: 0, cachedOnly: 0
2025-08-01 14:52:28.144102+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticData, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Priorityn)}";
}>> final result: (
) was cached: 0, cachedOnly: 0
2025-08-01 14:52:28.144585+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticDataAuto, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Deltan)}";
}>> final result: (
) was cached: 1, cachedOnly: 0
2025-08-01 14:52:28.144758+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticData, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Deltan)}";
}>> final result: (
) was cached: 1, cachedOnly: 0
2025-08-01 14:52:28.144955+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticDataAuto, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Optionaln)}";
}>> final result: (
) was cached: 1, cachedOnly: 0
2025-08-01 14:52:28.145077+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticData, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Optionaln)}";
}>> final result: (
"en-Optional::49cba5b263df0ee258d8cf314fcd882ba7a39d71.asset"
) was cached: 1, cachedOnly: 0
2025-08-01 14:52:28.145565+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticDataAuto, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Priorityn)}";
}>> final result: (
) was cached: 1, cachedOnly: 0
2025-08-01 14:52:28.145689+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticData, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Priorityn)}";
}>> final result: (
) was cached: 1, cachedOnly: 0
2025-08-01 14:52:28.146220+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticDataAuto, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Deltan)}";
}>> final result: (
) was cached: 1, cachedOnly: 0
2025-08-01 14:52:28.146381+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticData, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Deltan)}";
}>> final result: (
) was cached: 1, cachedOnly: 0
2025-08-01 14:52:28.146527+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticDataAuto, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Optionaln)}";
}>> final result: (
) was cached: 1, cachedOnly: 0
2025-08-01 14:52:28.146645+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticData, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Optionaln)}";
}>> final result: (
"en-Optional::49cba5b263df0ee258d8cf314fcd882ba7a39d71.asset"
) was cached: 1, cachedOnly: 0
2025-08-01 14:52:28.147173+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticDataAuto, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Priorityn)}";
}>> final result: (
) was cached: 1, cachedOnly: 0
2025-08-01 14:52:28.147290+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticData, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Priorityn)}";
}>> final result: (
) was cached: 1, cachedOnly: 0
2025-08-01 14:52:28.147609+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticDataAuto, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Deltan)}";
}>> final result: (
) was cached: 1, cachedOnly: 0
2025-08-01 14:52:28.147721+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticData, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Deltan)}";
}>> final result: (
) was cached: 1, cachedOnly: 0
2025-08-01 14:52:28.147878+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticDataAuto, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Optionaln)}";
}>> final result: (
) was cached: 1, cachedOnly: 0
2025-08-01 14:52:28.148122+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticData, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Optionaln)}";
}>> final result: (
"en-Optional::49cba5b263df0ee258d8cf314fcd882ba7a39d71.asset"
) was cached: 1, cachedOnly: 0
2025-08-01 14:52:28.148551+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticDataAuto, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Priorityn)}";
}>> final result: (
) was cached: 1, cachedOnly: 0
2025-08-01 14:52:28.148733+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticData, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Priorityn)}";
}>> final result: (
) was cached: 1, cachedOnly: 0
2025-08-01 14:52:28.217808+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) Created Activity ID: 0x6abba5, Description: send gesture actions
2025-08-01 14:52:28.218459+0530  localhost NimbleEdgeAssistant[84461]: (TextInputUI) [com.apple.TextInputUI:CandidateGeneration] Result accumulator timeout: 0.250000, exceeded.
2025-08-01 14:52:29.343301+0530  localhost NimbleEdgeAssistant[84461]: (BackBoardServices) [com.apple.BackBoard:Keyboard] currently observing: YES
2025-08-01 14:52:29.343868+0530  localhost NimbleEdgeAssistant[84461]: (BackBoardServices) [com.apple.BackBoard:Keyboard] connected: (
"<BKSHIDKeyboardDevice: 0x600000230c00> {n    senderID: 0xACEFADE00000003;n    transport: <nil>;n    language: <nil>;n    layout: US;n    countryCode: 0;n    standardType: 4294967295;n    subinterfaceID: 0;n    capsLockKeyHasLanguageSwitchLabel: NO;n    globeKeyLabelHasGlobeSymbol: NO;n}"
)
2025-08-01 14:52:29.344009+0530  localhost NimbleEdgeAssistant[84461]: (BackBoardServices) [com.apple.BackBoard:Keyboard] currently observing: NO
2025-08-01 14:52:29.344351+0530  localhost NimbleEdgeAssistant[84461]: (BackBoardServices) [com.apple.BackBoard:Keyboard] disconnected: (
"<BKSHIDKeyboardDevice: 0x600000230c00> {n    senderID: 0xACEFADE00000003;n    transport: <nil>;n    language: <nil>;n    layout: US;n    countryCode: 0;n    standardType: 4294967295;n    subinterfaceID: 0;n    capsLockKeyHasLanguageSwitchLabel: NO;n    globeKeyLabelHasGlobeSymbol: NO;n}"
)
2025-08-01 14:52:29.344457+0530  localhost NimbleEdgeAssistant[84461]: (BackBoardServices) [com.apple.BackBoard:Keyboard] currently observing: YES
2025-08-01 14:52:29.344703+0530  localhost NimbleEdgeAssistant[84461]: (BackBoardServices) [com.apple.BackBoard:Keyboard] connected: (
"<BKSHIDKeyboardDevice: 0x600000221e00> {n    senderID: 0xACEFADE00000003;n    transport: <nil>;n    language: <nil>;n    layout: US;n    countryCode: 0;n    standardType: 4294967295;n    subinterfaceID: 0;n    capsLockKeyHasLanguageSwitchLabel: NO;n    globeKeyLabelHasGlobeSymbol: NO;n}"
)
2025-08-01 14:52:29.344773+0530  localhost NimbleEdgeAssistant[84461]: (BackBoardServices) [com.apple.BackBoard:Keyboard] currently observing: NO
2025-08-01 14:52:29.344953+0530  localhost NimbleEdgeAssistant[84461]: (BackBoardServices) [com.apple.BackBoard:Keyboard] disconnected: (
"<BKSHIDKeyboardDevice: 0x600000221e00> {n    senderID: 0xACEFADE00000003;n    transport: <nil>;n    language: <nil>;n    layout: US;n    countryCode: 0;n    standardType: 4294967295;n    subinterfaceID: 0;n    capsLockKeyHasLanguageSwitchLabel: NO;n    globeKeyLabelHasGlobeSymbol: NO;n}"
)
2025-08-01 14:52:29.345511+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:HardwareKeyboard] -[UIApplication GSKeyboardForHWLayout:senderID:forceRebuild:createIfNeeded:], New hardware layout is created with US layout and 0 standardType.
2025-08-01 14:52:29.345786+0530  localhost NimbleEdgeAssistant[84461]: (BackBoardServices) [com.apple.BackBoard:Keyboard] currently observing: YES
2025-08-01 14:52:29.346100+0530  localhost NimbleEdgeAssistant[84461]: (BackBoardServices) [com.apple.BackBoard:Keyboard] connected: (
"<BKSHIDKeyboardDevice: 0x6000002307c0> {n    senderID: 0xACEFADE00000003;n    transport: <nil>;n    language: <nil>;n    layout: US;n    countryCode: 0;n    standardType: 4294967295;n    subinterfaceID: 0;n    capsLockKeyHasLanguageSwitchLabel: NO;n    globeKeyLabelHasGlobeSymbol: NO;n}"
)
2025-08-01 14:52:29.346166+0530  localhost NimbleEdgeAssistant[84461]: (BackBoardServices) [com.apple.BackBoard:Keyboard] currently observing: NO
2025-08-01 14:52:29.346330+0530  localhost NimbleEdgeAssistant[84461]: (BackBoardServices) [com.apple.BackBoard:Keyboard] disconnected: (
"<BKSHIDKeyboardDevice: 0x6000002307c0> {n    senderID: 0xACEFADE00000003;n    transport: <nil>;n    language: <nil>;n    layout: US;n    countryCode: 0;n    standardType: 4294967295;n    subinterfaceID: 0;n    capsLockKeyHasLanguageSwitchLabel: NO;n    globeKeyLabelHasGlobeSymbol: NO;n}"
)
2025-08-01 14:52:29.347297+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:EventDispatch] Sending UIEvent type: 4; subtype: 0; to windows: 1
2025-08-01 14:52:29.347494+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:EventDispatch] Sending UIEvent type: 4; subtype: 0; to window: <UIWindow: 0x10130f2d0>; contextId: 0x4D2A1687
2025-08-01 14:52:29.352861+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:KeyboardUI] Keyboard receives keyEvent type: 4; subtype: 0
2025-08-01 14:52:29.371642+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:KeyboardUI] Keyboard adds a string
2025-08-01 14:52:29.372345+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:KeyboardUI] Keyboard sends inputEvent to kbd
2025-08-01 14:52:29.372616+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:EventDispatch] Evaluating dispatch of UIEvent: 0x103707520; type: 4; subtype: 0; backing type: 3; shouldSend: 0; ignoreInteractionEvents: 0, systemGestureStateChange: 0
2025-08-01 14:52:29.373355+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:KeyboardUI] Keyboard receives output from kbd
2025-08-01 14:52:29.375220+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:KeyboardUI] Keyboard inserts text
2025-08-01 14:52:29.377731+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:UIPeripheralHost] endPlacementForInputViewSet: <<UIInputViewSet: 0x600003503230>; keyboard = <UIKeyboardAutomatic: 0x10133d290; frame = (0 0; 402 233); opaque = NO; layer = <CALayer: 0x60000028bd00>>%; usesKeyClicks = NO;  (not visible)> windowScene: <UIWindowScene: 0x1012070c0; role: UIWindowSceneSessionRoleApplication; persistentIdentifier: 9910A2A3-10AA-4FB3-BE4A-706B2BCD407A; activationState: UISceneActivationStateForegroundActive>
